id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
929788181730274379,Thistle City Inn Room 1 King,523323828,Tahir,,"Old Town, Princes Street and Leith Street",55.949285559979145,-3.1869938957702537,Private room,234,1,1,2024-07-13,0.13,5,347,1,
929792109813015374,Thistle City Inn Room 2 Single,523323828,Tahir,,"Old Town, Princes Street and Leith Street",55.94898,-3.18803,Private room,171,1,1,2024-03-31,0.09,5,351,1,
929816538230191579,Nice room on Meadows near University and Fringe,851172,Zeb David,,Meadows and Southside,55.9424698,-3.1998773,Private room,76,30,0,,,13,80,0,
930198790593193648,Live like a King / Queen In The City,279328168,Donna,,"Ratho, Ingliston and Gogar",55.94293440000001,-3.3382774,Entire home/apt,380,2,15,2024-10-27,0.75,2,250,10,
930248641111151943,Peveril Terrace,153714360,Fiona,,The Inch,55.91498,-3.16144,Private room,90,4,0,,,4,188,0,
930272487648287862,Large room in central Edinburgh,19219190,Olga,,Meadows and Southside,55.943563851700816,-3.180194480426033,Private room,61,3,67,2025-02-18,3.47,4,13,46,
930363254334487872,Historic Coach House in Edinburgh City Centre,523624872,Tod,,Deans Village,55.95294861800349,-3.2040270790457726,Entire home/apt,134,2,77,2025-03-02,4.03,1,146,56,EH-71803-F
930366328126031466,Castle View | City Centre | Sleeps 8,421641457,Scott,,"Old Town, Princes Street and Leith Street",55.9485191,-3.196187,Entire home/apt,162,1,164,2025-02-22,8.20,4,46,97,
930569399840791166,Thistle City Inn Room 5 Super,523323828,Tahir,,"Old Town, Princes Street and Leith Street",55.94783636712155,-3.1860722029754363,Private room,,1,0,,,5,352,0,
930799925103637694,King bedroom close city center. Parking free,338576788,Sonia,,South Leith,55.9689218,-3.1711218,Private room,46,1,90,2025-02-03,4.50,2,337,54,
930810196510627853,dream room,512041615,Giorgia,,West Pilton,55.97157,-3.23882,Private room,,2,9,2023-10-22,0.46,1,0,0,
930877398892608220,Private room with terrace & free parking Edinburgh,148530763,Bea,,East Craigs North,55.95979,-3.30332,Private room,95,1,57,2024-12-14,2.93,1,75,12,
930903490869273203,Close to trams and buses,524423429,Lynsey,,Corstorphine South,55.93207,-3.2855,Entire home/apt,,50,0,,,1,89,0,
930918997998775763,Glamping by the City,36709009,Keenan,,"Dalmeny, Kirkliston and Newbridge",55.99075,-3.38104,Entire home/apt,,1,73,2024-09-12,4.01,1,0,46,
931146724370391111,Central Converted Distillery Penthouse,48347457,Natalia,,Deans Village,55.94487547432833,-3.2220651209104725,Entire home/apt,306,2,2,2024-11-25,0.31,1,313,2,EH-77106-F
931842385911875391,Sunny Room in Edinburgh,516550363,Niamh,,Great Junction Street,55.975153185971216,-3.1800497573015183,Private room,75,1,28,2025-01-01,1.43,2,89,18,
931850384891667451,2 Double Beds in Bustling Leith,28721249,George,,Leith (Hermitage and Prospect Bank),55.9665033782908,-3.1652470658437757,Entire home/apt,158,3,12,2025-01-01,0.63,2,0,7,
931985103128876164,The Edinburgh Station / Free Parking & airport bus,284574597,Luka,,Granton and Royston Mains,55.97628368554324,-3.236913923713138,Entire home/apt,91,1,134,2024-08-25,6.76,4,39,65,EH-70814-P
931987528738916674,Bright double room close city center Parking free.,338576788,Sonia,,South Leith,55.96918999325509,-3.1688773957311316,Private room,44,1,101,2025-02-16,5.14,2,307,61,
932369047345405933,"lovley large en-Suite, western harbour , edinburgh",473932345,Mindy,,Western Harbour and Leith Docks,55.98792018894601,-3.187430275325667,Private room,64,2,52,2025-03-02,2.65,1,135,33,
932510225582666734,"Brand new and spacious entire flat, free parking!",123590812,Vinay,,Muirhouse,55.9718588,-3.2580894,Entire home/apt,102,2,85,2025-03-03,4.24,2,312,51,
932666540488176826,New Town traditional 2 bed flat,524905994,BeaBea,,New Town West,55.95705,-3.19825,Entire home/apt,550,3,0,,,1,90,0,
932671851908534200,Edinburgh 3 story family townhouse (5 bedroom),22204440,David,,Baberton and Juniper Green,55.90130968519971,-3.2904984644180324,Entire home/apt,,3,0,,,1,0,0,
932692525484364562,Drumsheugh Garden House,358166347,Johnny,,Deans Village,55.95214,-3.21498,Entire home/apt,242,2,107,2025-02-23,5.33,1,235,65,
933129139230394216,"Great Flat, Spacious and bright",345017326,Dany,,Currie West,55.8932334,-3.3199541,Private room,80,1,0,,,1,364,0,
933169015047807120,Murrayfield Gatehouse,468470513,Fiona Jane,,Balgreen and Roseburn,55.94462,-3.24718,Entire home/apt,194,3,35,2024-11-25,1.88,1,187,23,
933212479877300600,Entire Elegant 3-BR Flat near Princes Street,3347799,Craig,,New Town West,55.95701,-3.19993,Entire home/apt,,3,9,2024-08-25,0.47,31,0,8,
933295689346029892,Modern Flat with nice views.,94925650,Kamil,,Craigmillar,55.929765978231366,-3.1292299926280975,Private room,57,1,2,2023-08-07,0.10,1,36,0,
933369657897024879,Central Edinburgh Castle View,334081480,Luke,,Dalry and Fountainbridge,55.942584567946426,-3.2084352895617485,Entire home/apt,,2,16,2024-08-25,0.82,1,0,6,
933377679802808103,1 Room in a shared Flat in Newington (female only),194042547,Georgia,,Marchmont East and Sciennes,55.93824,-3.18137,Private room,105,10,21,2024-09-28,1.07,1,65,15,
933879002878828076,Elegant 1-bed flat w/ free parking and balcony,37563463,Altido,,Leith (Albert Street),55.96171,-3.17362,Entire home/apt,,1,6,2024-10-25,0.36,102,0,4,
934028719034087857,Beautiful room - Victorian house,99541297,Kasia And Ben,,Morningside,55.92342230335299,-3.2029171286488882,Private room,115,2,48,2025-01-02,2.48,2,117,31,
934101969856770603,Charm beside the castle!,436748501,Efi,,"Old Town, Princes Street and Leith Street",55.9472,-3.20096,Entire home/apt,87,2,135,2025-02-20,6.81,1,163,86,
934165967259428187,Cosy private room with King sized bed,140087641,Megha,,Gilmerton South and the Murrays,55.8979,-3.13929,Private room,50,1,90,2025-02-01,4.49,3,6,63,
934532477670021020,Basement Studio with Private Patio@City Centre,525403999,Rafi,,"Old Town, Princes Street and Leith Street",55.95366778069615,-3.197209940332799,Entire home/apt,80,1,116,2025-02-27,5.84,1,56,71,
934588468395420709,"1st Floor Room, mezzanine bed",476176880,Lorraine,,Newington and Dalkeith Road,55.93933,-3.17383,Private room,426,1,0,,,3,269,0,
934607157739652803,Private 1 King Size Bedroom Flat in Murrayfield,257192372,Louise,,Deans Village,55.94658,-3.23539,Entire home/apt,104,1,54,2025-02-16,2.79,1,268,43,EH-72060-F
934663336270429719,The Old Gym (with parking),18098098,Matt,,Deans Village,55.953921330538215,-3.201422654092312,Entire home/apt,925,3,29,2025-02-11,1.51,1,251,23,EH-65350-F
934749057428035811,Top floor Double Room with Private Bathroom,125942188,Luciano,,New Town West,55.95624,-3.20065,Private room,107,1,13,2024-11-24,1.86,1,7,13,
934755926411934874,Homely 2 bedroom West End flat,58171091,Fraser,,Deans Village,55.94468,-3.23167,Entire home/apt,,2,4,2024-09-09,0.44,1,0,4,
935218143590314686,Cosy & Central Broughton 2BR Apt near City Centre,45439290,Quirky,,Broughton North and Powderhall,55.9638667,-3.194201,Entire home/apt,92,2,31,2025-02-18,1.57,3,35,14,
935315923652502548,"Edinburgh great stay in Marchmont, 3 beds, quiet.",67204570,Barbara,,Marchmont West,55.93734824013568,-3.201586244758853,Entire home/apt,250,4,3,2024-08-26,0.43,1,0,3,
935436428135267978,Vibrant and Spacious 2BD flat for 4 in Edinburgh,1111601,Tobias Mead,,Canonmills and New Town North,55.962215,-3.196651,Entire home/apt,130,2,59,2025-02-24,3.24,2,224,42,EH-65636-E
935481465462897163,Cozy house,518018047,Hyoheon,,Gilmerton South and the Murrays,55.8945938,-3.1456732,Private room,81,2,12,2024-10-27,0.64,2,186,11,
936244449342220144,Great double room in city centre,38903149,Robin,,Meadowbank and Abbeyhill North,55.956474,-3.161219,Private room,,1,46,2024-09-18,2.40,1,0,25,
936280360885141573,Bright room in Central Edinburgh,86342291,Garry,,Tollcross,55.944795525788756,-3.2001975640250255,Private room,73,2,113,2025-03-02,5.91,1,64,85,
936523827495113600,2 Bedroom Flat near the Meadows,525951406,Ellis,,Marchmont East and Sciennes,55.93832977397849,-3.1879183733569665,Entire home/apt,220,14,6,2025-01-02,0.31,1,215,2,
936828128961610462,Cameron Coach House Unique and Modern,426006608,Julie,,Murrayfield and Ravelston,55.95029,-3.23126,Entire home/apt,486,2,7,2024-09-28,0.39,1,257,5,
937015954769724576,Charming flat near Arthur's Seat and Holyrood Park,181283574,Scott,,Meadowbank and Abbeyhill North,55.957902793377784,-3.160534197173402,Entire home/apt,,4,35,2024-10-05,1.86,1,0,20,
937370186883515696,St Christopher's Inn 8 Bed Dorm Ensuite,237149686,Luke Charles,,"Old Town, Princes Street and Leith Street",55.95094539999999,-3.1904829,Shared room,19,1,9,2025-03-03,0.48,16,230,7,
937376649874713078,St Christopher's Inn 8 Bed Female Dorm Ensuite,237149686,Luke Charles,,"Old Town, Princes Street and Leith Street",55.95089059999999,-3.190285,Shared room,19,1,11,2025-03-07,0.58,16,0,10,
937405969859478691,Cosy 2 bedroom apartment,10274306,Brian,,The Shore and Constitution Street,55.9723079,-3.168402,Entire home/apt,86,2,42,2025-02-23,2.12,1,21,33,EH-72068-F
937415230599111103,"Elegant & Sunny 2BD basement stay, Edinburgh!",1111601,Tobias Mead,,Deans Village,55.9482639,-3.2142618,Entire home/apt,142,2,11,2024-08-10,0.65,2,19,9,EH-69673-F
937442118020787840,Modern 3BHK near Edinburgh zoo,536857657,Ishy,,Balgreen and Roseburn,55.94395,-3.25047,Entire home/apt,206,1,26,2025-02-23,1.38,5,147,12,
937466482706499550,Cosy flat on a bustling street,37082067,Katy,,Easter Road and Hawkhill Avenue,55.960586391656655,-3.1721879635602637,Entire home/apt,125,2,1,2025-02-10,1,1,221,1,
937470555577419817,Cosy maindoor 2 bed flat in Edinburgh free parking,304549764,Matthew,,South Leith,55.96769585863262,-3.17000862210989,Entire home/apt,,2,4,2024-06-10,0.21,1,0,1,
937630789202114516,En-suite Twin Bedroom sleeps x2,376622802,Andrew,,Marchmont West,55.93647559999999,-3.1961713,Private room,100,2,3,2024-06-17,0.16,14,4,2,
937642182192356152,Spacious Triple En-suite Bedroom. Sleeps 3.,376622802,Andrew,,Marchmont West,55.93647559999999,-3.1961713,Private room,80,1,8,2024-06-18,0.41,14,1,6,
937680122908857741,Meadows Stylish 2 bedroom flat !,242299085,Wen,,Meadows and Southside,55.94053542375136,-3.1816526363313753,Entire home/apt,,3,7,2024-08-25,0.35,1,0,4,
937765007583752785,Bright and spacious room in Edinburgh,103837998,Scott,,Northfield and Piershill,55.95539,-3.14902,Private room,94,2,15,2024-08-27,0.79,1,0,7,
938092499401573214,Main Door 1 Bed Flat,506854032,Inder,,Fernieside and Moredun South,55.90583,-3.13243,Entire home/apt,165,1,0,,,3,0,0,
938265488035946550,Bright double room near Stockbridge,24265859,Alex,,"Craigleith, Orchard Brae and Crewe Toll",55.967407231059795,-3.2282251288360575,Private room,88,2,0,,,1,188,0,
938317292892439102,Cosy Castle View Apartment,191891016,Valentina,,Tollcross,55.94294,-3.20532,Entire home/apt,66,2,84,2025-03-03,4.28,15,69,58,
938374692862957124,Lovely 2 bedroom House Edinburgh,317425302,Ondrej,,"Jewel, Brunstane and Newcraighall",55.93512,-3.11405,Entire home/apt,139,1,8,2024-08-06,0.55,16,0,5,
938395112849554159,Flat in popular Morningside area,60229894,Lourdes,,Morningside,55.92871,-3.21017,Entire home/apt,152,2,20,2025-01-01,1.03,1,0,10,
939178442541434987,The Attic Rooms (2 Bedrooms),28735173,Jonathan,,Marchmont West,55.93713945196029,-3.197326920926571,Private room,229,2,13,2024-12-01,0.68,3,0,10,
939200092228340531,Stylish Victorian Apartment with free parking!,78980820,Martin,,Trinity East and The Dudleys,55.97213,-3.20282,Entire home/apt,205,2,17,2025-02-10,0.98,2,288,9,Short Term Let's Edinburgh Licence Number EH-73881-P
939224685775671986,double private room,150434483,Courtney,,Meadowbank and Abbeyhill North,55.958237816881876,-3.1496870301005715,Private room,75,2,19,2024-08-26,0.98,1,0,10,
939597715482042889,Light & Bright City Stay,372766819,Murray,,New Town East and Gayfield,55.95716783547796,-3.1922455190734897,Entire home/apt,123,2,21,2025-01-01,1.09,1,74,17,
939655245622697162,Festival perfect place to stay,512775345,Jeimy,,South Leith,55.96662,-3.17475,Private room,72,3,8,2024-09-15,0.43,1,151,6,
940075306090437708,Two bedrooms and a shared bathroom in a house,140087641,Megha,,Gilmerton South and the Murrays,55.89772,-3.13979,Private room,103,1,10,2024-06-09,0.52,3,13,7,
940291987143703143,Verton Lodge - by the Beach,157019159,Amanda,,Joppa,55.95079,-3.1046,Private room,72,1,36,2025-02-10,1.86,1,230,33,
940507228997457061,"2 bedroom apartment ground floor,parking free",23627264,Jason,,Gorgie East,55.93998752111309,-3.2306959480047226,Entire home/apt,126,1,84,2025-02-28,4.25,1,0,69,
940597537229711236,Bright Stylish Modern 1 Bed Flat,1945321,Alex,,Easter Road and Hawkhill Avenue,55.96107,-3.17234,Entire home/apt,107,2,70,2025-02-18,3.66,1,225,56,
940982607730978886,Family Home in the City,16857972,Leanne,,"Jewel, Brunstane and Newcraighall",55.93525,-3.10894,Entire home/apt,245,1,1,2024-06-09,0.11,1,363,1,
941000317500229505,Room in Arty central apartment,7371942,Thanh-Lan,,Marchmont East and Sciennes,55.938137985062205,-3.181123222843477,Private room,54,1,75,2025-02-11,3.87,1,204,59,
941122544149093027,Entire Stylish 2-BR Flat near Princes Street,3347799,Craig,,New Town West,55.9564599981474,-3.194949460678185,Entire home/apt,,2,56,2025-02-25,2.89,31,1,28,
941327614746019456,Corinthian Quay Apartment,527283957,Lucinda,,Granton and Royston Mains,55.98090361713034,-3.2224413507873617,Entire home/apt,,1,18,2025-03-05,1.00,1,218,11,
941772100564903383,Apartment in Haymarket,18861287,Ross,,Dalry and Fountainbridge,55.9445419,-3.2195062,Entire home/apt,,6,5,2023-08-28,0.26,1,0,0,
941810166129094162,"Two bed room, close to centre",527384488,Dr. Mirwais,,Great Junction Street,55.9735323,-3.1753036,Private room,106,1,7,2024-09-08,0.37,1,90,5,
941892932249654903,Charming Room in Leith Near Tram Line.,37617434,Jack,,North Leith and Newhaven,55.977027140646314,-3.1795523225038886,Private room,81,1,18,2024-10-17,0.93,2,0,5,
941901132680122582,Farm-stay on the edge of the city,59787668,Katie,,Balerno and Bonnington Village,55.87624,-3.33752,Private room,142,1,11,2024-09-30,0.57,1,269,5,
942058509738597168,Cozy Bedroom in a beautiful area,278662744,Fabrizio,,The Shore and Constitution Street,55.97351948153378,-3.1619714412363535,Private room,70,7,0,,,1,268,0,
942061306668396390,Chic City Pad: Close to City Centre & Airport,56061341,Calum,,"Ratho, Ingliston and Gogar",55.9473,-3.31675,Entire home/apt,,3,0,,,1,352,0,
942334636195989757,Private room with shared bath,140087641,Megha,,Gilmerton South and the Murrays,55.89768,-3.14104,Private room,54,1,59,2024-11-03,3.00,3,7,50,
942610796161208134,Fantastic 4 bedroom house.,122000324,The Lane Hotel (Mark And Amy Kerr),,Deans Village,55.94445,-3.23411,Entire home/apt,,10,0,,,1,55,0,
942684257317586755,Cosy room for one with comfy double bed ツ,7724074,Lewis,,Bonnington,55.97474146368639,-3.1807050327423663,Private room,35,1,98,2025-02-13,5.03,6,1,42,
942738828005416609,The Flansion,185720552,Dominic,,Deans Village,55.94700782115329,-3.2160624861717224,Private room,117,1,21,2024-08-27,1.09,2,41,9,
942755018751893281,Spacious double room in converted school house,24116794,Thomas Benjamin,,Gorgie West,55.9383,-3.23754,Private room,86,1,32,2024-11-03,1.67,1,234,22,
942774084599620042,3 min bus to central Edinburgh!,253087891,Claire,,Balgreen and Roseburn,55.94386,-3.25343,Entire home/apt,159,2,0,,,1,345,0,
943270755310645078,The Marchmont Residence,646220,Reserve,,Marchmont East and Sciennes,55.93865,-3.19462,Entire home/apt,157,1,13,2024-10-29,0.72,46,178,9,
943309038398910020,Stylish 1 double bed flat free parking,134770628,Laura,,Gorgie West,55.93402,-3.23712,Entire home/apt,128,3,30,2025-01-05,1.69,1,26,16,
943329366020636093,Pet friendly house,97219598,Paige,,"Jewel, Brunstane and Newcraighall",55.93744,-3.10656,Entire home/apt,,4,7,2024-08-25,0.37,1,0,4,
943396797145774821,"Cosy Edinburgh flat, front door & private garden",69393395,Deborah,,Stockbridge,55.96109048671722,-3.2104746999999945,Entire home/apt,193,3,15,2025-01-03,0.79,1,72,9,
944080066094614982,Bothy in the city/ hot tub/ free on street parking,99981002,Micah,,Drylaw,55.96642100864582,-3.2482646279668925,Entire home/apt,60,2,185,2025-03-03,9.55,1,156,121,
944092884859441562,The Marchfield Residence,646220,Reserve,,Siverknowes and Davidson's Mains,55.96241514836768,-3.269413126592743,Entire home/apt,,1,0,,,46,0,0,
944709848104913117,Warm room for visit Edinburgh free parking room 6,103358150,Fernando,,The Calders,55.91989,-3.29832,Private room,20,2,20,2025-03-07,1.03,8,0,10,
944749219286771888,Super spacious flat in town centre!,356782238,Benjamin John,,"Old Town, Princes Street and Leith Street",55.95333989849891,-3.1989119716236862,Entire home/apt,,2,4,2024-08-21,0.21,2,0,1,
944794394271924416,Attic Room One,28735173,Jonathan,,Marchmont West,55.9371261,-3.1972414,Private room,107,2,19,2024-10-27,1.00,3,113,11,
944796453759008629,Attic Room Two,28735173,Jonathan,,Marchmont West,55.9371261,-3.1972414,Private room,107,2,21,2024-12-15,1.13,3,113,14,
944824650609412353,Edinburgh on your doorstep and close to airport.,18958401,Lindsay,,Balgreen and Roseburn,55.94134,-3.25847,Private room,45,1,130,2025-02-09,6.71,1,11,86,
944838136676005269,3-BR New Town House with Patio near Princes St,3347799,Craig,,New Town East and Gayfield,55.95731,-3.19236,Entire home/apt,319,3,10,2024-09-02,0.53,31,75,6,
944939874678949799,Modern easy access to all attractions & Airport,519343522,Paul,,"Dalmeny, Kirkliston and Newbridge",55.97971,-3.39002,Entire home/apt,85,1,257,2025-02-18,13.20,1,64,167,
945039581908566050,One bedroom flat in Edinburgh,133152831,Farida,,Gorgie East,55.94073,-3.22771,Entire home/apt,108,1,0,,,1,351,0,
945064333909529037,"Peaceful Coach House for four in Trinity,Edinburgh",21872507,Kirsteen,,Trinity,55.97861,-3.20174,Entire home/apt,166,2,49,2025-02-02,2.53,1,237,42,
945482081572665708,Modern Apartment in Edinburgh with Free Parking,117360800,Jack,,Gilmerton South and the Murrays,55.89195,-3.15981,Entire home/apt,93,2,109,2025-02-01,5.62,1,63,61,
945891641714380690,Modern 2 bedroom apartment in City Centre,59505884,Nellie,,Tollcross,55.9445698798716,-3.203091573204432,Entire home/apt,136,1,182,2025-02-27,9.45,1,148,104,
946088478409818821,Ensuite Double room in a fabulous home,121434482,Claire,,Gilmerton South and the Murrays,55.8963206,-3.1461119,Private room,61,3,19,2024-11-02,1.06,1,169,13,
946116537666063361,"Charming Studio, Self Check In, Free Parking",81232240,Tara,,Bonaly and The Pentlands,55.90871,-3.26598,Entire home/apt,69,1,130,2025-02-22,6.71,1,0,89,EH-69017-F
946154773164083630,"New Town, Lux Studio Apartment",273247729,Mark,,Canonmills and New Town North,55.958706,-3.1988864,Entire home/apt,120,30,13,2024-05-19,0.68,1,55,3,
946792784842347629,Double Room in Beautiful Bruntsfield Flat,37168100,Jack,,Bruntsfield,55.934885931749356,-3.208670792590327,Private room,,3,41,2025-01-02,2.14,1,0,24,
946837047352130008,The Ivory Tower,859611,Lois,,New Town East and Gayfield,55.95952154470105,-3.18974532186985,Private room,,2,10,2023-09-23,0.52,1,0,0,
946848085692668811,Library room,152671615,Fiona,,Balgreen and Roseburn,55.94541349151311,-3.2360167801380157,Private room,93,2,141,2024-12-24,7.23,1,194,74,
947096402148482557,Bright room with an amazing view,49502673,Joanna,,Craiglockhart,55.93103992695583,-3.228778150006009,Private room,61,2,73,2025-02-16,3.77,1,121,56,
947468879788374352,The 2 B/r Garden Flat,137435771,Andy,,Great Junction Street,55.971219112959396,-3.1789059862722895,Entire home/apt,160,1,0,,,10,179,0,
947581137991574952,A room with a view in Abbeyhill,101584573,Caroline,,Abbeyhill,55.95647191427776,-3.170356471555982,Private room,,1,16,2025-03-03,2.64,1,0,16,
947704229055239231,Architect's home by the Castle,461415250,Astrid,,Tollcross,55.9460276,-3.2033555,Entire home/apt,94,1,72,2025-02-20,5.82,1,149,70,
947742407225317933,2 bed city centre modern flat,356576042,James,,Deans Village,55.944655757902446,-3.2278942238169153,Entire home/apt,157,2,65,2025-02-20,3.36,1,129,42,
947916626466472071,Lovely Central & Quiet New Town Garden Flat,25653252,Laura,,New Town West,55.95670999200882,-3.200952261686325,Entire home/apt,,3,12,2024-09-14,0.63,1,0,4,
947981839570982466,Cosy bedroom in Abbeyhill,447031502,Rachel,,Meadowbank and Abbeyhill North,55.957938524881534,-3.1625682312300767,Private room,65,1,137,2025-02-10,7.07,1,0,94,
948295377140538161,Charming Room in Edinburgh,516550363,Niamh,,North Leith and Newhaven,55.97585,-3.17891,Private room,,1,25,2025-02-09,1.29,2,86,16,
948394463312268094,Splendid 2bed apt near Haymarket,37563463,Altido,,Dalry and Fountainbridge,55.94374580291793,-3.2223275863804552,Entire home/apt,,1,19,2025-01-21,1.07,102,0,14,EH-68560-F
948436099866555745,Charming Leith Stay,529221752,John,,Broughton South,55.96299087966457,-3.1811357694233444,Entire home/apt,79,2,38,2024-12-16,1.99,1,170,30,
948458692368594431,Immanuel House - Luxury Modern Victorian Home 1872,529229826,Taihei,,Fernieside and Moredun South,55.91109,-3.1309,Entire home/apt,165,2,77,2025-03-02,4.02,1,0,39,100646864-001
948512199349532979,"Bright, spacious room - quiet, convenient location",15221789,Irene,,Duddingston and Portobello South,55.94903855377384,-3.1180093064904213,Private room,,2,6,2024-08-26,0.31,2,0,1,
948664613370690504,Twin Room W/ Private Bathroom,176156075,Nizam,,Pilrig,55.96548,-3.17795,Private room,200,1,2,2024-11-03,0.10,6,0,1,
948676037098721823,Spacious Double Room Central Edinburgh,176156075,Nizam,,Broughton South,55.96339,-3.1785,Private room,180,1,0,,,6,270,0,
948682428504876049,Cosy Double Room With Electric Fireplace,176156075,Nizam,,Pilrig,55.96454629999999,-3.1788898,Private room,200,1,0,,,6,270,0,
948685450573776121,Cost Single Budget Room Central Edinburgh,176156075,Nizam,,Broughton South,55.963631222939384,-3.1785056681135697,Private room,108,1,3,2023-09-10,0.16,6,267,0,
948687288594155317,Cozy City Centre 1 Bedroom Apt by the Meadows! 3,238856343,Hany,,Tollcross,55.94208,-3.20446,Entire home/apt,139,2,25,2024-10-31,1.33,23,200,17,
949126569435782177,The Shore,103352857,Davina,,Great Junction Street,55.97482,-3.17276,Private room,,1,7,2023-09-29,0.36,1,0,0,
949132985467575422,Entire Flat - Nice 1 bedroom near city center,529419822,Yongping,,Dalry and Fountainbridge,55.940001,-3.2195729,Entire home/apt,145,1,6,2024-08-02,0.63,1,0,6,
949785552819726128,1st release: X factor apartment,12463371,Paul,,"Old Town, Princes Street and Leith Street",55.95125,-3.18783,Entire home/apt,248,7,13,2025-01-03,0.74,1,124,11,
949827919340186078,Floating City Centre Luxury Wide-Beam ‘Wee Sisters,253850,Natalie,,Tollcross,55.94219495720981,-3.2084205374121666,Entire home/apt,525,1,1,2024-09-22,0.18,3,228,1,
949932933804691627,GuestReady - Edinburgh Elegant home,529659567,GuestReady,,Craigmillar,55.92575,-3.11895,Entire home/apt,125,1,5,2024-08-28,0.35,1,83,4,EH-65336-F
949989511528786430,"Spacious 2nd floor flat, close to city centre",299521865,Kristie,,Prestonfield,55.93346,-3.15016,Entire home/apt,,2,5,2024-06-09,0.26,1,0,3,
950104398992143458,Urban serenity Stay,328362143,Ibü,,Restalrig and Lochend,55.96113,-3.15444,Private room,180,1,0,,,1,264,0,
950695130224115976,Double room in Edinburgh.,146592703,Liam,,Western Harbour and Leith Docks,55.98657566883658,-3.1874016136493344,Private room,72,2,23,2024-12-01,1.21,1,79,15,
950738195284707868,Centrally Located Double Bedroom,17840333,Toni,,Dalry and Fountainbridge,55.945151195729565,-3.2115574816933283,Private room,,14,13,2024-08-17,0.68,2,0,1,
950768891299898749,"2-bed flat in Leith, Edinburgh!",529898047,Kian,,Western Harbour and Leith Docks,55.98218797394323,-3.1900554920257997,Entire home/apt,804,5,6,2024-10-09,0.32,1,0,4,
950782279806956211,Garden flat with conservatory,197528856,Henry,,Merchiston and Greenhill,55.93402,-3.22215,Entire home/apt,112,3,2,2024-08-12,0.28,1,49,2,
950792513845156298,"Cosy room,King bed, scenic views",305433425,Anusha,,Gilmerton South and the Murrays,55.89955,-3.14139,Private room,100,1,27,2024-09-02,1.40,3,0,18,
951248246348988019,Spare room in new build flat,67303502,Nicole,,Bonnington,55.97194,-3.18197,Private room,82,3,0,,,1,239,0,
951817954594762212,Room in Leith,15477987,Tom,,Easter Road and Hawkhill Avenue,55.96384703215784,-3.1718204038911804,Private room,48,2,33,2024-08-26,1.72,2,11,26,
952167754233734945,Budget Room,469460499,Marci,,West Pilton,55.96898,-3.24454,Private room,30,1,102,2025-03-02,5.36,4,0,73,
952193124688501610,Beautiful and well located flat,303168750,Maxine,,Meadowbank and Abbeyhill North,55.95915379699498,-3.165407813332101,Entire home/apt,141,1,29,2025-02-10,1.53,1,55,19,
952304739571779003,Room w. king-sized bed in central terraced house,20623972,Nora,,Broughton South,55.9637727,-3.1878697,Private room,,1,16,2025-03-04,0.85,1,0,11,
952822173517490458,Bright spacious room in the centre of Leith,157967887,Akin,,Easter Road and Hawkhill Avenue,55.96383648816737,-3.1739900016587645,Private room,,1,5,2024-08-25,0.73,1,0,5,
952852724533879164,Newly decorated 2 bed flat,131212639,Rory,,Polwarth,55.93795200293293,-3.2190246507525444,Entire home/apt,94,3,0,,,1,177,0,
953057332969392413,"Eìte, Stockbridge",43646143,Cathleen,,Stockbridge,55.958000899167274,-3.2142578990520225,Entire home/apt,546,2,20,2025-01-02,1.06,1,33,14,
953511456228822281,Snug & Serene 2BD Flat - Roseburn,477816136,James,,Deans Village,55.9444,-3.23317,Entire home/apt,,2,10,2024-08-19,0.53,5,0,2,
953520090587024036,"4 Bedroom, 8 bed, 3 Bathroom: Sleeps 10",376622802,Andrew,,Marchmont West,55.936538698090416,-3.1962142153442374,Entire home/apt,460,1,6,2024-08-19,0.65,14,35,6,
953575300779575349,Gorgie Nook!,530676665,Rebecca Ann,,Gorgie West,55.93667,-3.23427,Entire home/apt,81,3,14,2025-02-03,1.36,1,263,14,
954161541621997094,Convent grounds,67762663,Rosemary,,Liberton West and Braid Hills,55.90859,-3.15573,Private room,54,3,36,2024-12-15,1.93,1,0,26,
954194640600753814,Bright Waterfront Room,509113784,Cameron,,Western Harbour and Leith Docks,55.98592472808848,-3.1893182428929467,Private room,73,1,12,2024-12-10,0.63,1,0,4,
954199576162315790,Tranquil Contemporary with Garden nr Vibrant Leith,87762710,Denise,,Trinity East and The Dudleys,55.97507926224365,-3.2006339237688057,Entire home/apt,,1,20,2025-01-01,1.07,33,96,15,EH-60060-R
954430240356550987,Quiet double room in a new build house,522655487,Final,,Muirhouse,55.9696,-3.25138,Private room,63,2,51,2025-01-02,2.68,2,184,37,
955191166874008326,The  Edinburrow,71063109,Kerry,,New Town West,55.95659,-3.1946,Entire home/apt,153,2,96,2025-03-02,5.79,1,50,75,
956475301987981142,"Tranquil Haven in Murrayfield, Edinburgh",412046635,Carol,,Murrayfield and Ravelston,55.9491883,-3.2423667,Private room,148,1,16,2024-11-04,0.84,1,280,10,
956555354403857269,Beautiful Edinburgh Flat,26259729,Elizabeth Susan Fleur,,Hillside and Calton Hill,55.957699264831376,-3.172383345882461,Entire home/apt,143,2,17,2025-01-02,0.91,1,147,8,
